Date,CA_CARealGDP,l1,l2,l3,l4,CA_REALGDP_YY,CA_REALGDP_QA,CA_REALGDP_RE,CA_UNEMPLOYMENT_RATE,CA_CONSUMER_CREDIT,CA_CONSUMER_CREDIT_YY,CA_CONSUMER_CREDIT_QA,CA_CONSUMER_CREDIT_RE,CA_CARealGDP_qd,CA_CARealGDP_qq,CA_CARealGDP_yd,CA_CARealGDP_yy,CA_CARealGDP_logqd,CA_CARealGDP_logqq,CA_CARealGDP_logyd,CA_CARealGDP_logyy,CA_REALGDP_RE_qd,CA_REALGDP_RE_qq,CA_REALGDP_RE_yd,CA_REALGDP_RE_yy,CA_REALGDP_RE_logqd,CA_REALGDP_RE_logqq,CA_REALGDP_RE_logyd,CA_REALGDP_RE_logyy,CA_UNEMPLOYMENT_RATE_qd,CA_UNEMPLOYMENT_RATE_qq,CA_UNEMPLOYMENT_RATE_yd,CA_UNEMPLOYMENT_RATE_yy,CA_UNEMPLOYMENT_RATE_logqd,CA_UNEMPLOYMENT_RATE_logqq,CA_UNEMPLOYMENT_RATE_logyd,CA_UNEMPLOYMENT_RATE_logyy,CA_CONSUMER_CREDIT_qd,CA_CONSUMER_CREDIT_qq,CA_CONSUMER_CREDIT_yd,CA_CONSUMER_CREDIT_yy,CA_CONSUMER_CREDIT_logqd,CA_CONSUMER_CREDIT_logqq,CA_CONSUMER_CREDIT_logyd,CA_CONSUMER_CREDIT_logyy,CA_CONSUMER_CREDIT_RE_qd,CA_CONSUMER_CREDIT_RE_qq,CA_CONSUMER_CREDIT_RE_yd,CA_CONSUMER_CREDIT_RE_yy,CA_CONSUMER_CREDIT_RE_logqd,CA_CONSUMER_CREDIT_RE_logqq,CA_CONSUMER_CREDIT_RE_logyd,CA_CONSUMER_CREDIT_RE_logyy,CA_CARealGDP_qd_lag1,CA_CARealGDP_qd_lag2,CA_CARealGDP_qd_lag3,CA_CARealGDP_qd_lag4,CA_CARealGDP_qq_lag1,CA_CARealGDP_qq_lag2,CA_CARealGDP_qq_lag3,CA_CARealGDP_qq_lag4,CA_CARealGDP_yd_lag1,CA_CARealGDP_yd_lag2,CA_CARealGDP_yd_lag3,CA_CARealGDP_yd_lag4,CA_CARealGDP_yy_lag1,CA_CARealGDP_yy_lag2,CA_CARealGDP_yy_lag3,CA_CARealGDP_yy_lag4,CA_CARealGDP_logqd_lag1,CA_CARealGDP_logqd_lag2,CA_CARealGDP_logqd_lag3,CA_CARealGDP_logqd_lag4,CA_CARealGDP_logqq_lag1,CA_CARealGDP_logqq_lag2,CA_CARealGDP_logqq_lag3,CA_CARealGDP_logqq_lag4,CA_CARealGDP_logyd_lag1,CA_CARealGDP_logyd_lag2,CA_CARealGDP_logyd_lag3,CA_CARealGDP_logyd_lag4,CA_CARealGDP_logyy_lag1,CA_CARealGDP_logyy_lag2,CA_CARealGDP_logyy_lag3,CA_CARealGDP_logyy_lag4,CA_REALGDP_RE_qd_lag1,CA_REALGDP_RE_qd_lag2,CA_REALGDP_RE_qd_lag3,CA_REALGDP_RE_qd_lag4,CA_REALGDP_RE_qq_lag1,CA_REALGDP_RE_qq_lag2,CA_REALGDP_RE_qq_lag3,CA_REALGDP_RE_qq_lag4,CA_REALGDP_RE_yd_lag1,CA_REALGDP_RE_yd_lag2,CA_REALGDP_RE_yd_lag3,CA_REALGDP_RE_yd_lag4,CA_REALGDP_RE_yy_lag1,CA_REALGDP_RE_yy_lag2,CA_REALGDP_RE_yy_lag3,CA_REALGDP_RE_yy_lag4,CA_REALGDP_RE_logqd_lag1,CA_REALGDP_RE_logqd_lag2,CA_REALGDP_RE_logqd_lag3,CA_REALGDP_RE_logqd_lag4,CA_REALGDP_RE_logqq_lag1,CA_REALGDP_RE_logqq_lag2,CA_REALGDP_RE_logqq_lag3,CA_REALGDP_RE_logqq_lag4,CA_REALGDP_RE_logyd_lag1,CA_REALGDP_RE_logyd_lag2,CA_REALGDP_RE_logyd_lag3,CA_REALGDP_RE_logyd_lag4,CA_REALGDP_RE_logyy_lag1,CA_REALGDP_RE_logyy_lag2,CA_REALGDP_RE_logyy_lag3,CA_REALGDP_RE_logyy_lag4,CA_UNEMPLOYMENT_RATE_qd_lag1,CA_UNEMPLOYMENT_RATE_qd_lag2,CA_UNEMPLOYMENT_RATE_qd_lag3,CA_UNEMPLOYMENT_RATE_qd_lag4,CA_UNEMPLOYMENT_RATE_qq_lag1,CA_UNEMPLOYMENT_RATE_qq_lag2,CA_UNEMPLOYMENT_RATE_qq_lag3,CA_UNEMPLOYMENT_RATE_qq_lag4,CA_UNEMPLOYMENT_RATE_yd_lag1,CA_UNEMPLOYMENT_RATE_yd_lag2,CA_UNEMPLOYMENT_RATE_yd_lag3,CA_UNEMPLOYMENT_RATE_yd_lag4,CA_UNEMPLOYMENT_RATE_yy_lag1,CA_UNEMPLOYMENT_RATE_yy_lag2,CA_UNEMPLOYMENT_RATE_yy_lag3,CA_UNEMPLOYMENT_RATE_yy_lag4,CA_UNEMPLOYMENT_RATE_logqd_lag1,CA_UNEMPLOYMENT_RATE_logqd_lag2,CA_UNEMPLOYMENT_RATE_logqd_lag3,CA_UNEMPLOYMENT_RATE_logqd_lag4,CA_UNEMPLOYMENT_RATE_logqq_lag1,CA_UNEMPLOYMENT_RATE_logqq_lag2,CA_UNEMPLOYMENT_RATE_logqq_lag3,CA_UNEMPLOYMENT_RATE_logqq_lag4,CA_UNEMPLOYMENT_RATE_logyd_lag1,CA_UNEMPLOYMENT_RATE_logyd_lag2,CA_UNEMPLOYMENT_RATE_logyd_lag3,CA_UNEMPLOYMENT_RATE_logyd_lag4,CA_UNEMPLOYMENT_RATE_logyy_lag1,CA_UNEMPLOYMENT_RATE_logyy_lag2,CA_UNEMPLOYMENT_RATE_logyy_lag3,CA_UNEMPLOYMENT_RATE_logyy_lag4,CA_CONSUMER_CREDIT_qd_lag1,CA_CONSUMER_CREDIT_qd_lag2,CA_CONSUMER_CREDIT_qd_lag3,CA_CONSUMER_CREDIT_qd_lag4,CA_CONSUMER_CREDIT_qq_lag1,CA_CONSUMER_CREDIT_qq_lag2,CA_CONSUMER_CREDIT_qq_lag3,CA_CONSUMER_CREDIT_qq_lag4,CA_CONSUMER_CREDIT_yd_lag1,CA_CONSUMER_CREDIT_yd_lag2,CA_CONSUMER_CREDIT_yd_lag3,CA_CONSUMER_CREDIT_yd_lag4,CA_CONSUMER_CREDIT_yy_lag1,CA_CONSUMER_CREDIT_yy_lag2,CA_CONSUMER_CREDIT_yy_lag3,CA_CONSUMER_CREDIT_yy_lag4,CA_CONSUMER_CREDIT_logqd_lag1,CA_CONSUMER_CREDIT_logqd_lag2,CA_CONSUMER_CREDIT_logqd_lag3,CA_CONSUMER_CREDIT_logqd_lag4,CA_CONSUMER_CREDIT_logqq_lag1,CA_CONSUMER_CREDIT_logqq_lag2,CA_CONSUMER_CREDIT_logqq_lag3,CA_CONSUMER_CREDIT_logqq_lag4,CA_CONSUMER_CREDIT_logyd_lag1,CA_CONSUMER_CREDIT_logyd_lag2,CA_CONSUMER_CREDIT_logyd_lag3,CA_CONSUMER_CREDIT_logyd_lag4,CA_CONSUMER_CREDIT_logyy_lag1,CA_CONSUMER_CREDIT_logyy_lag2,CA_CONSUMER_CREDIT_logyy_lag3,CA_CONSUMER_CREDIT_logyy_lag4,CA_CONSUMER_CREDIT_RE_qd_lag1,CA_CONSUMER_CREDIT_RE_qd_lag2,CA_CONSUMER_CREDIT_RE_qd_lag3,CA_CONSUMER_CREDIT_RE_qd_lag4,CA_CONSUMER_CREDIT_RE_qq_lag1,CA_CONSUMER_CREDIT_RE_qq_lag2,CA_CONSUMER_CREDIT_RE_qq_lag3,CA_CONSUMER_CREDIT_RE_qq_lag4,CA_CONSUMER_CREDIT_RE_yd_lag1,CA_CONSUMER_CREDIT_RE_yd_lag2,CA_CONSUMER_CREDIT_RE_yd_lag3,CA_CONSUMER_CREDIT_RE_yd_lag4,CA_CONSUMER_CREDIT_RE_yy_lag1,CA_CONSUMER_CREDIT_RE_yy_lag2,CA_CONSUMER_CREDIT_RE_yy_lag3,CA_CONSUMER_CREDIT_RE_yy_lag4,CA_CONSUMER_CREDIT_RE_logqd_lag1,CA_CONSUMER_CREDIT_RE_logqd_lag2,CA_CONSUMER_CREDIT_RE_logqd_lag3,CA_CONSUMER_CREDIT_RE_logqd_lag4,CA_CONSUMER_CREDIT_RE_logqq_lag1,CA_CONSUMER_CREDIT_RE_logqq_lag2,CA_CONSUMER_CREDIT_RE_logqq_lag3,CA_CONSUMER_CREDIT_RE_logqq_lag4,CA_CONSUMER_CREDIT_RE_logyd_lag1,CA_CONSUMER_CREDIT_RE_logyd_lag2,CA_CONSUMER_CREDIT_RE_logyd_lag3,CA_CONSUMER_CREDIT_RE_logyd_lag4,CA_CONSUMER_CREDIT_RE_logyy_lag1,CA_CONSUMER_CREDIT_RE_logyy_lag2,CA_CONSUMER_CREDIT_RE_logyy_lag3,CA_CONSUMER_CREDIT_RE_logyy_lag4
1982Q3,767485,774312,783342,792772,796401,-3.630834215,-3.48037509,40.58291423,12.079513,,,,,-6827,-0.881685935,-28916,-3.630834215,-0.008855958,-0.000653107,-0.036983893,9.941697607,-0.36099671,-0.88168595,-1.52901431,-3.630834215,-0.008855958,-0.002385634,-0.036983893,1.384173026,1.66646467,16.00361985,4.616367667,61.85552419,0.14845121,0.063357845,0.481533925,0.793387622,,,,,,,,,,,,,,,,,400,-5801,3572,-15971,0.036743903,-0.733822139,0.440415385,-1.999468174,-17800,-26712,-14329,-6161,-2.19925061,-3.40327611,-1.89586915,-0.797109353,0.000371793,-0.007399119,0.004434131,-0.019974644,2.66E-05,-0.000544835,0.000325892,-0.001469715,-0.022567839,-0.033949103,-0.018423899,-0.007646015,-0.012401865,-0.013585656,-0.005589275,-0.008901279,0.02115113,-0.3067441,0.18887949,-0.84451126,0.036743932,-0.73382217,0.440415403,-1.999468178,-0.94122474,-1.41247165,-0.75768592,-0.32578009,-2.199250599,-3.403276108,-1.895869151,-0.797109345,0.000371793,-0.007399119,0.004434131,-0.019974644,8.95E-05,-0.00198211,0.001179714,-0.005336111,-0.022567839,-0.033949103,-0.018423899,-0.007646015,-0.014525528,-0.017863979,-0.008302693,-0.008635319,0.947100329,-0.439330666,0.678701334,0.490331666,10.22782035,-6.682900707,8.945885171,6.745888827,1.676802663,0.376163667,1.261103667,0.480721332,23.96039604,4.771018461,17.36145257,6.179247978,0.091958285,-0.061034229,0.082575938,0.067114462,0.041197781,-0.032062324,0.040709198,0.033834717,0.180614457,0.040214521,0.161719903,0.064511389,0.166403992,0.050073459,0.141386428,0.051282761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982Q4,760402,767485,774312,783342,792772,-4.083141181,-3.640748688,40.20838081,12.99237233,,,,,-7083,-0.922884486,-32370,-4.083141181,-0.009271694,-0.000684214,-0.041688424,9.93276209,-0.37453342,-0.922884487,-1.71165422,-4.083141197,-0.009271695,-0.002503599,-0.041688424,1.376123136,0.91285933,7.557087194,4.568738997,54.23715416,0.072851564,0.029239914,0.433321194,0.807751733,,,,,,,,,,,,,,,,,2203,400,-5801,3572,0.271067268,0.036743903,-0.733822139,0.440415385,374,-17800,-26712,-14329,0.014004896,-2.19925061,-3.40327611,-1.89586915,0.002738531,0.000371793,-0.007399119,0.004434131,0.00020123,2.66E-05,-0.000544835,0.000325892,0.000145336,-0.022567839,-0.033949103,-0.018423899,-0.008193726,-0.012401865,-0.013585656,-0.005589275,0.11648977,0.02115113,-0.3067441,0.18887949,0.27106724,0.036743932,-0.73382217,0.440415403,0.01977629,-0.94122474,-1.41247165,-0.75768592,0.014004884,-2.199250599,-3.403276108,-1.895869151,0.002738531,0.000371793,-0.007399119,0.004434131,0.000727986,8.95E-05,-0.00198211,0.001179714,0.000145336,-0.022567839,-0.033949103,-0.018423899,-0.006452299,-0.014525528,-0.017863979,-0.008302693,0.198207007,0.947100329,-0.439330666,0.678701334,-0.411047829,10.22782035,-6.682900707,8.945885171,1.384678004,1.676802663,0.376163667,1.261103667,16.85443439,23.96039604,4.771018461,17.36145257,-0.003537142,0.091958285,-0.061034229,0.082575938,-0.006009296,0.041197781,-0.032062324,0.040709198,0.109962853,0.180614457,0.040214521,0.161719903,0.129116844,0.166403992,0.050073459,0.141386428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983Q1,772908,760402,767485,774312,783342,-1.331985263,6.742705958,40.86967051,12.639365,,,,,12506,1.644656379,-10434,-1.331985263,0.016312784,0.001204642,-0.013409358,9.949956218,0.6612897,1.644656379,-0.55172691,-1.331985265,0.016312784,0.004415931,-0.013409358,1.39564423,-0.35300733,-2.717035204,3.694574333,41.30420119,-0.027546291,-0.010741965,0.345744836,0.752425541,,,,,,,,,,,,,,,,,-256,2203,400,-5801,-0.041198551,0.271067268,0.036743903,-0.733822139,-3454,374,-17800,-26712,-0.452306965,0.014004896,-2.19925061,-3.40327611,-0.000415737,0.002738531,0.000371793,-0.007399119,-3.11E-05,0.00020123,2.66E-05,-0.000544835,-0.004704531,0.000145336,-0.022567839,-0.033949103,-0.008935517,-0.008193726,-0.012401865,-0.013585656,-0.01353671,0.11648977,0.02115113,-0.3067441,-0.041198538,0.27106724,0.036743932,-0.73382217,-0.18263991,0.01977629,-0.94122474,-1.41247165,-0.452306982,0.014004884,-2.199250599,-3.403276108,-0.000415737,0.002738531,0.000371793,-0.007399119,-0.000117965,0.000727986,8.95E-05,-0.00198211,-0.004704531,0.000145336,-0.022567839,-0.033949103,-0.00804989,-0.006452299,-0.014525528,-0.017863979,-0.75360534,0.198207007,0.947100329,-0.439330666,-8.446532661,-0.411047829,10.22782035,-6.682900707,-0.04762867,1.384678004,1.676802663,0.376163667,-7.618370029,16.85443439,23.96039604,4.771018461,-0.075599646,-0.003537142,0.091958285,-0.061034229,-0.03411793,-0.006009296,0.041197781,-0.032062324,-0.048212731,0.109962853,0.180614457,0.040214521,0.014364111,0.129116844,0.166403992,0.050073459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983Q2,788268,772908,760402,767485,774312,1.802374237,8.189316326,41.68187344,12.422244,,,,,15360,1.987299912,13956,1.802374237,0.019678109,0.001451411,0.01786324,9.970489029,0.81220293,1.987299922,0.7379625,1.802374231,0.019678109,0.005303518,0.01786324,1.418440816,-0.217121,-1.717815729,2.00919567,19.29498074,-0.017327414,-0.006830378,0.17642907,0.668031111,,,,,,,,,,,,,,,,,19589,-256,2203,400,2.567540865,-0.041198551,0.271067268,0.036743903,21936,-3454,374,-17800,2.751155917,-0.452306965,0.014004896,-2.19925061,0.025584478,-0.000415737,0.002738531,0.000371793,0.001888856,-3.11E-05,0.00020123,2.66E-05,0.028279066,-0.004704531,0.000145336,-0.022567839,0.017194128,-0.008935517,-0.008193726,-0.012401865,1.03582312,-0.01353671,0.11648977,0.02115113,2.567540867,-0.041198538,0.27106724,0.036743932,1.15992731,-0.18263991,0.01977629,-0.94122474,2.751155932,-0.452306982,0.014004884,-2.199250599,0.025584478,-0.000415737,0.002738531,0.000371793,0.00691953,-0.000117965,0.000727986,8.95E-05,0.028279066,-0.004704531,0.000145336,-0.022567839,0.019521094,-0.00804989,-0.006452299,-0.014525528,-1.26586666,-0.75360534,0.198207007,0.947100329,-10.2741224,-8.446532661,-0.411047829,10.22782035,-0.874164664,-0.04762867,1.384678004,1.676802663,-12.93295298,-7.618370029,16.85443439,23.96039604,-0.100397856,-0.075599646,-0.003537142,0.091958285,-0.039981879,-0.03411793,-0.006009296,0.041197781,-0.087576358,-0.048212731,0.109962853,0.180614457,-0.055326191,0.014364111,0.129116844,0.166403992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983Q3,797200,788268,772908,760402,767485,3.871736907,4.61008952,42.1541779,11.643275,,,,,8932,1.133117163,29715,3.871736907,0.011267455,0.000829857,0.037986653,9.982409804,0.47230446,1.133117159,1.57126367,3.871736911,0.011267455,0.003020712,0.037986653,1.432096755,-0.778969,-6.270759132,-0.436238,-3.611387313,-0.064759976,-0.025703618,-0.036782117,0.541839456,,,,,,,,,,,,,,,,,2854,19589,-256,2203,0.342643532,2.567540865,-0.041198551,0.271067268,24390,21936,-3454,374,3.1343595,2.751155917,-0.452306965,0.014004896,0.003365325,0.025584478,-0.000415737,0.002738531,0.000246769,0.001888856,-3.11E-05,0.00020123,0.031272598,0.028279066,-0.004704531,0.000145336,0.020532811,0.017194128,-0.008935517,-0.008193726,0.15091323,1.03582312,-0.01353671,0.11648977,0.342643542,2.567540867,-0.041198538,0.27106724,1.28968941,1.15992731,-0.18263991,0.01977629,3.134359496,2.751155932,-0.452306982,0.014004884,0.003365325,0.025584478,-0.000415737,0.002738531,0.000887586,0.00691953,-0.000117965,0.000727986,0.031272598,0.028279066,-0.004704531,0.000145336,0.022796586,0.019521094,-0.00804989,-0.006452299,0.13588633,-1.26586666,-0.75360534,0.198207007,0.999219475,-10.2741224,-8.446532661,-0.411047829,-1.685378663,-0.874164664,-0.04762867,1.384678004,-22.00922045,-12.93295298,-7.618370029,16.85443439,0.010218878,-0.100397856,-0.075599646,-0.003537142,0.003911587,-0.039981879,-0.03411793,-0.006009296,-0.169315766,-0.087576358,-0.048212731,0.109962853,-0.08439443,-0.055326191,0.014364111,0.129116844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983Q4,807342,797200,788268,772908,760402,6.173050571,5.186747065,42.69046449,11.28781133,,,,,10142,1.272202709,46940,6.173050571,0.012641782,0.000930305,0.05990013,9.995736034,0.53628659,1.272202701,2.48208368,6.173050568,0.012641782,0.003378951,0.059900129,1.447245274,-0.35546367,-3.052952627,-1.704561,-13.1197056,-0.03100526,-0.012630829,-0.140638941,0.482013613,,,,,,,,,,,,,,,,,-6428,2854,19589,-256,-0.854182748,0.342643532,2.567540865,-0.041198551,15759,24390,21936,-3454,2.06936267,3.1343595,2.751155917,-0.452306965,-0.008410654,0.003365325,0.025584478,-0.000415737,-0.000621555,0.000246769,0.001888856,-3.11E-05,0.020123413,0.031272598,0.028279066,-0.004704531,0.011920775,0.020532811,0.017194128,-0.008935517,-0.33989847,0.15091323,1.03582312,-0.01353671,-0.854182763,0.342643542,2.567540867,-0.041198538,0.83330117,1.28968941,1.15992731,-0.18263991,2.06936268,3.134359496,2.751155932,-0.452306982,-0.008410654,0.003365325,0.025584478,-0.000415737,-0.002282806,0.000887586,0.00691953,-0.000117965,0.020123413,0.031272598,0.028279066,-0.004704531,0.013655939,0.022796586,0.019521094,-0.00804989,-0.561848,0.13588633,-1.26586666,-0.75360534,-4.552943403,0.999219475,-10.2741224,-8.446532661,-2.44543367,-1.685378663,-0.874164664,-0.04762867,-22.90636806,-22.00922045,-12.93295298,-7.618370029,-0.047432563,0.010218878,-0.100397856,-0.075599646,-0.01887324,0.003911587,-0.039981879,-0.03411793,-0.213211187,-0.169315766,-0.087576358,-0.048212731,-0.126191656,-0.08439443,-0.055326191,0.014364111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984Q1,821188,807342,797200,788268,772908,6.246539045,7.038543992,43.42261044,11.28983333,,,,,13846,1.715010491,48280,6.246539045,0.017004702,0.001250208,0.060592048,10.01153682,0.73214595,1.715010504,2.55293993,6.246539055,0.017004702,0.004529785,0.060592048,1.459843766,0.002022,0.017913127,-1.34953167,-10.677211,0.000179115,7.39E-05,-0.112913535,0.492992805,,,,,,,,,,,,,,,,,1210,-6428,2854,19589,0.139085546,-0.854182748,0.342643532,2.567540865,17225,15759,24390,21936,2.301313664,2.06936267,3.1343595,2.751155917,0.001374327,-0.008410654,0.003365325,0.025584478,0.000100448,-0.000621555,0.000246769,0.001888856,0.021913476,0.020123413,0.031272598,0.028279066,0.01332623,0.011920775,0.020532811,0.017194128,0.06398213,-0.33989847,0.15091323,1.03582312,0.139085543,-0.854182763,0.342643542,2.567540867,0.91082001,0.83330117,1.28968941,1.15992731,2.301313657,2.06936268,3.134359496,2.751155932,0.001374327,-0.008410654,0.003365325,0.025584478,0.000358239,-0.002282806,0.000887586,0.00691953,0.021913476,0.020123413,0.031272598,0.028279066,0.01514852,0.013655939,0.022796586,0.019521094,0.42350533,-0.561848,0.13588633,-1.26586666,3.217806505,-4.552943403,0.999219475,-10.2741224,-1.268323,-2.44543367,-1.685378663,-0.874164664,-9.508318285,-22.90636806,-22.00922045,-12.93295298,0.033754716,-0.047432563,0.010218878,-0.100397856,0.013072789,-0.01887324,0.003911587,-0.039981879,-0.103856824,-0.213211187,-0.169315766,-0.087576358,-0.059825842,-0.126191656,-0.08439443,-0.055326191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984Q2,837251,821188,807342,797200,788268,6.214003359,8.056854712,44.27198645,11.51446367,,,,,16063,1.956068525,48983,6.214003359,0.019371834,0.001422464,0.060285773,10.02945829,0.84937601,1.956068512,2.59011301,6.214003345,0.019371834,0.005137082,0.060285772,1.473926097,0.22463034,1.989669231,-0.90778033,-7.307700042,0.01970134,0.008127942,-0.075884781,0.519547957,,,,,,,,,,,,,,,,,3704,1210,-6428,2854,0.442807782,0.139085546,-0.854182748,0.342643532,1340,17225,15759,24390,0.073488474,2.301313664,2.06936267,3.1343595,0.00436292,0.001374327,-0.008410654,0.003365325,0.000319903,0.000100448,-0.000621555,0.000246769,0.000691918,0.021913476,0.020123413,0.031272598,0.015800785,0.01332623,0.011920775,0.020532811,0.19585936,0.06398213,-0.33989847,0.15091323,0.442807802,0.139085543,-0.854182763,0.342643542,0.07085625,0.91082001,0.83330117,1.28968941,0.073488487,2.301313657,2.06936268,3.134359496,0.00436292,0.001374327,-0.008410654,0.003365325,0.001150834,0.000358239,-0.002282806,0.000887586,0.000691918,0.021913476,0.020123413,0.031272598,0.012598492,0.01514852,0.013655939,0.022796586,0.35748567,0.42350533,-0.561848,0.13588633,3.070865754,3.217806505,-4.552943403,0.999219475,0.35502933,-1.268323,-2.44543367,-1.685378663,2.4424946,-9.508318285,-22.90636806,-22.00922045,0.031184375,0.033754716,-0.047432563,0.010218878,0.01270473,0.013072789,-0.01887324,0.003911587,0.027725407,-0.103856824,-0.213211187,-0.169315766,0.010979192,-0.059825842,-0.126191656,-0.08439443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984Q3,840804,837251,821188,807342,797200,5.469643753,1.708295641,44.45986126,11.424368,,,,,3553,0.424364975,43604,5.469643753,0.004234671,0.000310508,0.053252989,10.03286345,0.18787481,0.424364988,2.30568336,5.469643757,0.004234671,0.001117224,0.053252989,1.475144609,-0.09009567,-0.782456505,-0.218907,-1.880115346,-0.007855338,-0.003214653,-0.018980142,0.537732347,,,,,,,,,,,,,,,,,2217,3704,1210,-6428,0.241058034,0.442807782,0.139085546,-0.854182748,703,1340,17225,15759,-0.032535685,0.073488474,2.301313664,2.06936267,0.002367132,0.00436292,0.001374327,-0.008410654,0.000172256,0.000319903,0.000100448,-0.000621555,-0.000306275,0.000691918,0.021913476,0.020123413,0.017921475,0.015800785,0.01332623,0.011920775,0.11723006,0.19585936,0.06398213,-0.33989847,0.241058009,0.442807802,0.139085543,-0.854182763,0.03717308,0.07085625,0.91082001,0.83330117,-0.032535709,0.073488487,2.301313657,2.06936268,0.002367132,0.00436292,0.001374327,-0.008410654,0.000607297,0.001150834,0.000358239,-0.002282806,-0.000306275,0.000691918,0.021913476,0.020123413,0.01408233,0.012598492,0.01514852,0.013655939,0.22260834,0.35748567,0.42350533,-0.561848,1.971756104,3.070865754,3.217806505,-4.552943403,0.44175134,0.35502933,-1.268323,-2.44543367,3.369510957,2.4424946,-9.508318285,-22.90636806,0.019522225,0.031184375,0.033754716,-0.047432563,0.008054041,0.01270473,0.013072789,-0.01887324,0.037028754,0.027725407,-0.103856824,-0.213211187,0.026555152,0.010979192,-0.059825842,-0.126191656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984Q4,854056,840804,837251,821188,807342,5.78614763,6.455061667,45.16059779,11.26714633,,,,,13252,1.576110485,46714,5.78614763,0.015638188,0.001146317,0.056249395,10.04757177,0.70073653,1.576110474,2.4701333,5.786147632,0.015638188,0.004121183,0.056249395,1.487409543,-0.15722167,-1.376195777,-0.020665,-0.183073577,-0.013857531,-0.005689229,-0.001832414,0.536586092,,,,,,,,,,,,,,,,,-12510,2217,3704,1210,-1.53170355,0.241058034,0.442807782,0.139085546,-5379,703,1340,17225,-0.744359606,-0.032535685,0.073488474,2.301313664,-0.015137163,0.002367132,0.00436292,0.001374327,-0.001111956,0.000172256,0.000319903,0.000100448,-0.007032784,-0.000306275,0.000691918,0.021913476,0.003405158,0.017921475,0.015800785,0.01332623,-0.6615012,0.11723006,0.19585936,0.06398213,-1.531703524,0.241058009,0.442807802,0.139085543,-0.28442965,0.03717308,0.07085625,0.91082001,-0.744359588,-0.032535709,0.073488487,2.301313657,-0.015137163,0.002367132,0.00436292,0.001374327,-0.004019858,0.000607297,0.001150834,0.000358239,-0.007032784,-0.000306275,0.000691918,0.021913476,0.001218513,0.01408233,0.012598492,0.01514852,-0.31472601,0.22260834,0.35748567,0.42350533,-2.772125736,1.971756104,3.070865754,3.217806505,0.68887333,0.44175134,0.35502933,-1.268323,5.427584696,3.369510957,2.4424946,-9.508318285,-0.027556678,0.019522225,0.031184375,0.033754716,-0.011342595,0.008054041,0.01270473,0.013072789,0.056904639,0.037028754,0.027725407,-0.103856824,0.018184391,0.026555152,0.010979192,-0.059825842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
