Date,CA_CARealGDP,l1,l2,l3,l4,CA_REALGDP_YY,CA_REALGDP_QA,CA_REALGDP_RE,CA_UNEMPLOYMENT_RATE,CA_CONSUMER_CREDIT,CA_CONSUMER_CREDIT_YY,CA_CONSUMER_CREDIT_QA,CA_CONSUMER_CREDIT_RE,CA_CARealGDP_qd,CA_CARealGDP_qq,CA_CARealGDP_yd,CA_CARealGDP_yy,CA_CARealGDP_logqd,CA_CARealGDP_logqq,CA_CARealGDP_logyd,CA_CARealGDP_logyy,CA_REALGDP_RE_qd,CA_REALGDP_RE_qq,CA_REALGDP_RE_yd,CA_REALGDP_RE_yy,CA_REALGDP_RE_logqd,CA_REALGDP_RE_logqq,CA_REALGDP_RE_logyd,CA_REALGDP_RE_logyy,CA_UNEMPLOYMENT_RATE_qd,CA_UNEMPLOYMENT_RATE_qq,CA_UNEMPLOYMENT_RATE_yd,CA_UNEMPLOYMENT_RATE_yy,CA_UNEMPLOYMENT_RATE_logqd,CA_UNEMPLOYMENT_RATE_logqq,CA_UNEMPLOYMENT_RATE_logyd,CA_UNEMPLOYMENT_RATE_logyy,CA_CONSUMER_CREDIT_qd,CA_CONSUMER_CREDIT_qq,CA_CONSUMER_CREDIT_yd,CA_CONSUMER_CREDIT_yy,CA_CONSUMER_CREDIT_logqd,CA_CONSUMER_CREDIT_logqq,CA_CONSUMER_CREDIT_logyd,CA_CONSUMER_CREDIT_logyy,CA_CONSUMER_CREDIT_RE_qd,CA_CONSUMER_CREDIT_RE_qq,CA_CONSUMER_CREDIT_RE_yd,CA_CONSUMER_CREDIT_RE_yy,CA_CONSUMER_CREDIT_RE_logqd,CA_CONSUMER_CREDIT_RE_logqq,CA_CONSUMER_CREDIT_RE_logyd,CA_CONSUMER_CREDIT_RE_logyy,CA_CARealGDP_qd_lag1,CA_CARealGDP_qd_lag2,CA_CARealGDP_qd_lag3,CA_CARealGDP_qd_lag4,CA_CARealGDP_qq_lag1,CA_CARealGDP_qq_lag2,CA_CARealGDP_qq_lag3,CA_CARealGDP_qq_lag4,CA_CARealGDP_yd_lag1,CA_CARealGDP_yd_lag2,CA_CARealGDP_yd_lag3,CA_CARealGDP_yd_lag4,CA_CARealGDP_yy_lag1,CA_CARealGDP_yy_lag2,CA_CARealGDP_yy_lag3,CA_CARealGDP_yy_lag4,CA_CARealGDP_logqd_lag1,CA_CARealGDP_logqd_lag2,CA_CARealGDP_logqd_lag3,CA_CARealGDP_logqd_lag4,CA_CARealGDP_logqq_lag1,CA_CARealGDP_logqq_lag2,CA_CARealGDP_logqq_lag3,CA_CARealGDP_logqq_lag4,CA_CARealGDP_logyd_lag1,CA_CARealGDP_logyd_lag2,CA_CARealGDP_logyd_lag3,CA_CARealGDP_logyd_lag4,CA_CARealGDP_logyy_lag1,CA_CARealGDP_logyy_lag2,CA_CARealGDP_logyy_lag3,CA_CARealGDP_logyy_lag4,CA_REALGDP_RE_qd_lag1,CA_REALGDP_RE_qd_lag2,CA_REALGDP_RE_qd_lag3,CA_REALGDP_RE_qd_lag4,CA_REALGDP_RE_qq_lag1,CA_REALGDP_RE_qq_lag2,CA_REALGDP_RE_qq_lag3,CA_REALGDP_RE_qq_lag4,CA_REALGDP_RE_yd_lag1,CA_REALGDP_RE_yd_lag2,CA_REALGDP_RE_yd_lag3,CA_REALGDP_RE_yd_lag4,CA_REALGDP_RE_yy_lag1,CA_REALGDP_RE_yy_lag2,CA_REALGDP_RE_yy_lag3,CA_REALGDP_RE_yy_lag4,CA_REALGDP_RE_logqd_lag1,CA_REALGDP_RE_logqd_lag2,CA_REALGDP_RE_logqd_lag3,CA_REALGDP_RE_logqd_lag4,CA_REALGDP_RE_logqq_lag1,CA_REALGDP_RE_logqq_lag2,CA_REALGDP_RE_logqq_lag3,CA_REALGDP_RE_logqq_lag4,CA_REALGDP_RE_logyd_lag1,CA_REALGDP_RE_logyd_lag2,CA_REALGDP_RE_logyd_lag3,CA_REALGDP_RE_logyd_lag4,CA_REALGDP_RE_logyy_lag1,CA_REALGDP_RE_logyy_lag2,CA_REALGDP_RE_logyy_lag3,CA_REALGDP_RE_logyy_lag4,CA_UNEMPLOYMENT_RATE_qd_lag1,CA_UNEMPLOYMENT_RATE_qd_lag2,CA_UNEMPLOYMENT_RATE_qd_lag3,CA_UNEMPLOYMENT_RATE_qd_lag4,CA_UNEMPLOYMENT_RATE_qq_lag1,CA_UNEMPLOYMENT_RATE_qq_lag2,CA_UNEMPLOYMENT_RATE_qq_lag3,CA_UNEMPLOYMENT_RATE_qq_lag4,CA_UNEMPLOYMENT_RATE_yd_lag1,CA_UNEMPLOYMENT_RATE_yd_lag2,CA_UNEMPLOYMENT_RATE_yd_lag3,CA_UNEMPLOYMENT_RATE_yd_lag4,CA_UNEMPLOYMENT_RATE_yy_lag1,CA_UNEMPLOYMENT_RATE_yy_lag2,CA_UNEMPLOYMENT_RATE_yy_lag3,CA_UNEMPLOYMENT_RATE_yy_lag4,CA_UNEMPLOYMENT_RATE_logqd_lag1,CA_UNEMPLOYMENT_RATE_logqd_lag2,CA_UNEMPLOYMENT_RATE_logqd_lag3,CA_UNEMPLOYMENT_RATE_logqd_lag4,CA_UNEMPLOYMENT_RATE_logqq_lag1,CA_UNEMPLOYMENT_RATE_logqq_lag2,CA_UNEMPLOYMENT_RATE_logqq_lag3,CA_UNEMPLOYMENT_RATE_logqq_lag4,CA_UNEMPLOYMENT_RATE_logyd_lag1,CA_UNEMPLOYMENT_RATE_logyd_lag2,CA_UNEMPLOYMENT_RATE_logyd_lag3,CA_UNEMPLOYMENT_RATE_logyd_lag4,CA_UNEMPLOYMENT_RATE_logyy_lag1,CA_UNEMPLOYMENT_RATE_logyy_lag2,CA_UNEMPLOYMENT_RATE_logyy_lag3,CA_UNEMPLOYMENT_RATE_logyy_lag4,CA_CONSUMER_CREDIT_qd_lag1,CA_CONSUMER_CREDIT_qd_lag2,CA_CONSUMER_CREDIT_qd_lag3,CA_CONSUMER_CREDIT_qd_lag4,CA_CONSUMER_CREDIT_qq_lag1,CA_CONSUMER_CREDIT_qq_lag2,CA_CONSUMER_CREDIT_qq_lag3,CA_CONSUMER_CREDIT_qq_lag4,CA_CONSUMER_CREDIT_yd_lag1,CA_CONSUMER_CREDIT_yd_lag2,CA_CONSUMER_CREDIT_yd_lag3,CA_CONSUMER_CREDIT_yd_lag4,CA_CONSUMER_CREDIT_yy_lag1,CA_CONSUMER_CREDIT_yy_lag2,CA_CONSUMER_CREDIT_yy_lag3,CA_CONSUMER_CREDIT_yy_lag4,CA_CONSUMER_CREDIT_logqd_lag1,CA_CONSUMER_CREDIT_logqd_lag2,CA_CONSUMER_CREDIT_logqd_lag3,CA_CONSUMER_CREDIT_logqd_lag4,CA_CONSUMER_CREDIT_logqq_lag1,CA_CONSUMER_CREDIT_logqq_lag2,CA_CONSUMER_CREDIT_logqq_lag3,CA_CONSUMER_CREDIT_logqq_lag4,CA_CONSUMER_CREDIT_logyd_lag1,CA_CONSUMER_CREDIT_logyd_lag2,CA_CONSUMER_CREDIT_logyd_lag3,CA_CONSUMER_CREDIT_logyd_lag4,CA_CONSUMER_CREDIT_logyy_lag1,CA_CONSUMER_CREDIT_logyy_lag2,CA_CONSUMER_CREDIT_logyy_lag3,CA_CONSUMER_CREDIT_logyy_lag4,CA_CONSUMER_CREDIT_RE_qd_lag1,CA_CONSUMER_CREDIT_RE_qd_lag2,CA_CONSUMER_CREDIT_RE_qd_lag3,CA_CONSUMER_CREDIT_RE_qd_lag4,CA_CONSUMER_CREDIT_RE_qq_lag1,CA_CONSUMER_CREDIT_RE_qq_lag2,CA_CONSUMER_CREDIT_RE_qq_lag3,CA_CONSUMER_CREDIT_RE_qq_lag4,CA_CONSUMER_CREDIT_RE_yd_lag1,CA_CONSUMER_CREDIT_RE_yd_lag2,CA_CONSUMER_CREDIT_RE_yd_lag3,CA_CONSUMER_CREDIT_RE_yd_lag4,CA_CONSUMER_CREDIT_RE_yy_lag1,CA_CONSUMER_CREDIT_RE_yy_lag2,CA_CONSUMER_CREDIT_RE_yy_lag3,CA_CONSUMER_CREDIT_RE_yy_lag4,CA_CONSUMER_CREDIT_RE_logqd_lag1,CA_CONSUMER_CREDIT_RE_logqd_lag2,CA_CONSUMER_CREDIT_RE_logqd_lag3,CA_CONSUMER_CREDIT_RE_logqd_lag4,CA_CONSUMER_CREDIT_RE_logqq_lag1,CA_CONSUMER_CREDIT_RE_logqq_lag2,CA_CONSUMER_CREDIT_RE_logqq_lag3,CA_CONSUMER_CREDIT_RE_logqq_lag4,CA_CONSUMER_CREDIT_RE_logyd_lag1,CA_CONSUMER_CREDIT_RE_logyd_lag2,CA_CONSUMER_CREDIT_RE_logyd_lag3,CA_CONSUMER_CREDIT_RE_logyd_lag4,CA_CONSUMER_CREDIT_RE_logyy_lag1,CA_CONSUMER_CREDIT_RE_logyy_lag2,CA_CONSUMER_CREDIT_RE_logyy_lag3,CA_CONSUMER_CREDIT_RE_logyy_lag4
1985Q1,867029,854056,840804,837251,821188,5.582278358,6.21579472,45.84658142,10.78272967,,,,,12973,1.518987045,45841,5.582278358,0.015075659,0.001103817,0.054320353,10.061398,0.68598363,1.518987045,2.42397098,5.582278346,0.015075659,0.003956632,0.054320353,1.497965646,-0.48441666,-4.299373114,-0.50710366,-4.491684201,-0.043945337,-0.018145051,-0.045956866,0.492566857,,,,,,,,,,,,,,,,,9699,-12510,2217,3704,1.151745509,-1.53170355,0.241058034,0.442807782,3110,-5379,703,1340,0.316503877,-0.744359606,-0.032535685,0.073488474,0.011403518,-0.015137163,0.002367132,0.00436292,0.000835809,-0.001111956,0.000172256,0.000319903,0.002996407,-0.007032784,-0.000306275,0.000691918,0.014708316,0.003405158,0.017921475,0.015800785,0.51286172,-0.6615012,0.11723006,0.19585936,1.151745486,-1.531703524,0.241058009,0.442807802,0.16444994,-0.28442965,0.03717308,0.07085625,0.316503874,-0.744359588,-0.032535709,0.073488487,0.011403517,-0.015137163,0.002367132,0.00436292,0.00300396,-0.004019858,0.000607297,0.001150834,0.002996406,-0.007032784,-0.000306275,0.000691918,0.012264934,0.001218513,0.01408233,0.012598492,-0.067126,-0.31472601,0.22260834,0.35748567,-0.593739272,-2.772125736,1.971756104,3.070865754,0.198242,0.68887333,0.44175134,0.35502933,1.697041768,5.427584696,3.369510957,2.4424946,-0.006002194,-0.027556678,0.019522225,0.031184375,-0.002474576,-0.011342595,0.008054041,0.01270473,0.017147729,0.056904639,0.037028754,0.027725407,-0.001146255,0.018184391,0.026555152,0.010979192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985Q2,869814,867029,854056,840804,837251,3.889275737,1.291051341,45.99384608,10.69149833,,,,,2785,0.321211863,32563,3.889275737,0.003206971,0.000234551,0.03815549,10.06318352,0.14726466,0.321211867,1.72185963,3.889275743,0.003206971,0.000838358,0.03815549,1.496048685,-0.09123134,-0.846087612,-0.82296534,-7.147231201,-0.008496873,-0.003573199,-0.074155079,0.475974897,,,,,,,,,,,,,,,,,-279,9699,-12510,2217,-0.057123439,1.151745509,-1.53170355,0.241058034,-873,3110,-5379,703,-0.203869272,0.316503877,-0.744359606,-0.032535685,-0.000562529,0.011403518,-0.015137163,0.002367132,-4.25E-05,0.000835809,-0.001111956,0.000172256,-0.001929042,0.002996407,-0.007032784,-0.000306275,0.013826233,0.014708316,0.003405158,0.017921475,-0.0147529,0.51286172,-0.6615012,0.11723006,-0.057123429,1.151745486,-1.531703524,0.241058009,-0.04616232,0.16444994,-0.28442965,0.03717308,-0.203869285,0.316503874,-0.744359588,-0.032535709,-0.000562529,0.011403517,-0.015137163,0.002367132,-0.000164551,0.00300396,-0.004019858,0.000607297,-0.001929043,0.002996406,-0.007032784,-0.000306275,0.010556103,0.012264934,0.001218513,0.01408233,-0.32719499,-0.067126,-0.31472601,0.22260834,-2.923177336,-0.593739272,-2.772125736,1.971756104,-0.48643866,0.198242,0.68887333,0.44175134,-4.308610624,1.697041768,5.427584696,3.369510957,-0.030087806,-0.006002194,-0.027556678,0.019522225,-0.012455822,-0.002474576,-0.011342595,0.008054041,-0.044124452,0.017147729,0.056904639,0.037028754,-0.044019235,-0.001146255,0.018184391,0.026555152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985Q3,880826,869814,867029,854056,840804,4.75996784,5.161053471,46.57613636,10.313718,,,,,11012,1.266017792,40022,4.75996784,0.012580708,0.000919909,0.046501527,10.07545377,0.58229028,1.266017804,2.1162751,4.759967845,0.012580708,0.003286061,0.046501527,1.507512793,-0.37778033,-3.533464799,-1.11065,-9.721763164,-0.035974023,-0.015182443,-0.102273764,0.443220704,,,,,,,,,,,,,,,,,-10188,-279,9699,-12510,-1.197775183,-0.057123439,1.151745509,-1.53170355,-13278,-873,3110,-5379,-1.693002621,-0.203869272,0.316503877,-0.744359606,-0.011868689,-0.000562529,0.011403518,-0.015137163,-0.000869266,-4.25E-05,0.000835809,-0.001111956,-0.016164863,-0.001929042,0.002996407,-0.007032784,0.001785518,0.013826233,0.014708316,0.003405158,-0.53871897,-0.0147529,0.51286172,-0.6615012,-1.197775179,-0.057123429,1.151745486,-1.531703524,-0.70211135,-0.04616232,0.16444994,-0.28442965,-1.693002603,-0.203869285,0.316503874,-0.744359588,-0.011868689,-0.000562529,0.011403517,-0.015137163,-0.003118275,-0.000164551,0.00300396,-0.004019858,-0.016164863,-0.001929043,0.002996406,-0.007032784,-0.001916961,0.010556103,0.012264934,0.001218513,0.39318532,-0.32719499,-0.067126,-0.31472601,3.453285502,-2.923177336,-0.593739272,-2.772125736,-0.31586168,-0.48643866,0.198242,0.68887333,-2.655547,-4.308610624,1.697041768,5.427584696,0.035448464,-0.030087806,-0.006002194,-0.027556678,0.014571852,-0.012455822,-0.002474576,-0.011342595,-0.028198213,-0.044124452,0.017147729,0.056904639,-0.016591961,-0.044019235,-0.001146255,0.018184391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985Q4,894378,880826,869814,867029,854056,4.721236078,6.297715072,47.29273623,10.21609267,,,,,13552,1.538555856,40322,4.721236078,0.015268401,0.001115409,0.046131739,10.08957651,0.71659987,1.538555849,2.13213844,4.721236087,0.015268401,0.003975019,0.046131739,1.518668479,-0.09762533,-0.94655807,-1.05105366,-9.328481491,-0.009510664,-0.004075752,-0.097926897,0.439415514,,,,,,,,,,,,,,,,,8227,-10188,-279,9699,0.94480593,-1.197775183,-0.057123439,1.151745509,7459,-13278,-873,3110,0.870692103,-1.693002621,-0.203869272,0.316503877,0.009373737,-0.011868689,-0.000562529,0.011403518,0.000685358,-0.000869266,-4.25E-05,0.000835809,0.008346037,-0.016164863,-0.001929042,0.002996407,0.012270248,0.001785518,0.013826233,0.014708316,0.43502562,-0.53871897,-0.0147529,0.51286172,0.944805937,-1.197775179,-0.057123429,1.151745486,0.39441547,-0.70211135,-0.04616232,0.16444994,0.870692102,-1.693002603,-0.203869285,0.316503874,0.009373737,-0.011868689,-0.000562529,0.011403517,0.002447703,-0.003118275,-0.000164551,0.00300396,0.008346037,-0.016164863,-0.001929043,0.002996406,0.011464108,-0.001916961,0.010556103,0.012264934,-0.28654899,0.39318532,-0.32719499,-0.067126,-2.687377187,3.453285502,-2.923177336,-0.593739272,-0.28768466,-0.31586168,-0.48643866,0.198242,-2.574531964,-2.655547,-4.308610624,1.697041768,-0.027477151,0.035448464,-0.030087806,-0.006002194,-0.011609245,0.014571852,-0.012455822,-0.002474576,-0.028118686,-0.028198213,-0.044124452,0.017147729,-0.032754193,-0.016591961,-0.044019235,-0.001146255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986Q1,894180,894378,880826,869814,867029,3.131498485,-0.08852376,47.28226643,9.842552667,,,,,-198,-0.022138291,27151,3.131498485,-0.000221407,-1.62E-05,0.030834672,10.08825189,-0.0104698,-0.022138283,1.43568501,3.131498501,-0.000221407,-5.74E-05,0.030834672,1.514498246,-0.373540003,-3.656388162,-0.940177003,-8.71928567,-0.037249095,-0.016028257,-0.091230655,0.42047811,,,,,,,,,,,,,,,,,2540,8227,-10188,-279,0.272538063,0.94480593,-1.197775183,-0.057123439,300,7459,-13278,-873,-0.038731762,0.870692103,-1.693002621,-0.203869272,0.002687693,0.009373737,-0.011868689,-0.000562529,0.0001955,0.000685358,-0.000869266,-4.25E-05,-0.000369787,0.008346037,-0.016164863,-0.001929042,0.01412274,0.012270248,0.001785518,0.013826233,0.13430959,0.43502562,-0.53871897,-0.0147529,0.272538045,0.944805937,-1.197775179,-0.057123429,0.01586334,0.39441547,-0.70211135,-0.04616232,-0.038731758,0.870692102,-1.693002603,-0.203869285,0.002687693,0.009373737,-0.011868689,-0.000562529,0.000688959,0.002447703,-0.003118275,-0.000164551,-0.000369787,0.008346037,-0.016164863,-0.001929043,0.011155686,0.011464108,-0.001916961,0.010556103,0.280155,-0.28654899,0.39318532,-0.32719499,2.58690673,-2.687377187,3.453285502,-2.923177336,0.05959634,-0.28768466,-0.31586168,-0.48643866,0.393281673,-2.574531964,-2.655547,-4.308610624,0.026463359,-0.027477151,0.035448464,-0.030087806,0.011106692,-0.011609245,0.014571852,-0.012455822,0.004346867,-0.028118686,-0.028198213,-0.044124452,-0.00380519,-0.032754193,-0.016591961,-0.044019235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986Q2,899328,894180,894378,880826,869814,3.393139223,2.322855895,47.55448131,9.584821667,,,,,5148,0.575723009,29514,3.393139223,0.005740721,0.000418919,0.033368422,10.09375809,0.27221488,0.575722994,1.56063523,3.39313922,0.00574072,0.001488724,0.033368422,1.51940096,-0.257731,-2.618538185,-1.106676663,-10.35099692,-0.026534324,-0.011603686,-0.109268106,0.397523384,,,,,,,,,,,,,,,,,-13750,2540,8227,-10188,-1.560694146,0.272538063,0.94480593,-1.197775183,-13171,300,7459,-13278,-1.589737593,-0.038731762,0.870692103,-1.693002621,-0.015489808,0.002687693,0.009373737,-0.011868689,-0.001131565,0.0001955,0.000685358,-0.000869266,-0.015297067,-0.000369787,0.008346037,-0.016164863,-0.001324616,0.01412274,0.012270248,0.001785518,-0.72706967,0.13430959,0.43502562,-0.53871897,-1.560694132,0.272538045,0.944805937,-1.197775179,-0.69645343,0.01586334,0.39441547,-0.70211135,-1.589737586,-0.038731758,0.870692102,-1.693002603,-0.015489808,0.002687693,0.009373737,-0.011868689,-0.004032433,0.000688959,0.002447703,-0.003118275,-0.015297067,-0.000369787,0.008346037,-0.016164863,-0.004170233,0.011155686,0.011464108,-0.001916961,-0.275914673,0.280155,-0.28654899,0.39318532,-2.709830092,2.58690673,-2.687377187,3.453285502,0.110876657,0.05959634,-0.28768466,-0.31586168,0.609195821,0.393281673,-2.574531964,-2.655547,-0.027738431,0.026463359,-0.027477151,0.035448464,-0.011952505,0.011106692,-0.011609245,0.014571852,0.006696242,0.004346867,-0.028118686,-0.028198213,-0.018937404,-0.00380519,-0.032754193,-0.016591961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986Q3,900475,899328,894180,894378,880826,2.230747049,0.511135508,47.61513214,9.561280667,,,,,1147,0.127539674,19649,2.230747049,0.001274584,9.30E-05,0.022062298,10.09411319,0.06065083,0.127539673,1.03899578,2.230747033,0.001274584,0.000330043,0.022062298,1.517394871,-0.023541,-0.245607074,-0.752437333,-7.295500352,-0.002459092,-0.001088007,-0.075753175,0.410363169,,,,,,,,,,,,,,,,,5346,-13750,2540,8227,0.597861299,-1.560694146,0.272538063,0.94480593,2363,-13171,300,7459,0.261640738,-1.589737593,-0.038731762,0.870692103,0.005962128,-0.015489808,0.002687693,0.009373737,0.000435075,-0.001131565,0.0001955,0.000685358,0.00253375,-0.015297067,-0.000369787,0.008346037,0.005506197,-0.001324616,0.01412274,0.012270248,0.28268468,-0.72706967,0.13430959,0.43502562,0.597861278,-1.560694132,0.272538045,0.944805937,0.12495022,-0.69645343,0.01586334,0.39441547,0.261640719,-1.589737586,-0.038731758,0.870692102,0.005962128,-0.015489808,0.002687693,0.009373737,0.001546137,-0.004032433,0.000688959,0.002447703,0.00253375,-0.015297067,-0.000369787,0.008346037,0.004902714,-0.004170233,0.011155686,0.011464108,0.115809003,-0.275914673,0.280155,-0.28654899,1.037849977,-2.709830092,2.58690673,-2.687377187,-0.16649966,0.110876657,0.05959634,-0.28768466,-1.631711251,0.609195821,0.393281673,-2.574531964,0.010714771,-0.027738431,0.026463359,-0.027477151,0.004424571,-0.011952505,0.011106692,-0.011609245,-0.018037451,0.006696242,0.004346867,-0.028118686,-0.022954726,-0.018937404,-0.00380519,-0.032754193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986Q4,893988,900475,899328,894180,894378,-0.043605724,-2.85060119,47.27211389,9.429739333,,,,,-6487,-0.720397568,-390,-0.043605724,-0.00723005,-0.00052733,-0.000436152,10.08576835,-0.34301825,-0.72039756,-0.02062234,-0.043605724,-0.00723005,-0.001871542,-0.000436152,1.506197682,-0.131541334,-1.375771077,-0.786353337,-7.697202467,-0.013853225,-0.006135931,-0.080095736,0.400594024,,,,,,,,,,,,,,,,,-4001,5346,-13750,2540,-0.448183335,0.597861299,-1.560694146,0.272538063,-9865,2363,-13171,300,-1.162392174,0.261640738,-1.589737593,-0.038731762,-0.004466136,0.005962128,-0.015489808,0.002687693,-0.000325947,0.000435075,-0.001131565,0.0001955,-0.011306124,0.00253375,-0.015297067,-0.000369787,0.000355098,0.005506197,-0.001324616,0.01412274,-0.21156405,0.28268468,-0.72706967,0.13430959,-0.448183321,0.597861278,-1.560694132,0.272538045,-0.52163945,0.12495022,-0.69645343,0.01586334,-1.162392187,0.261640719,-1.589737586,-0.038731758,-0.004466136,0.005962128,-0.015489808,0.002687693,-0.001158681,0.001546137,-0.004032433,0.000688959,-0.011306124,0.00253375,-0.015297067,-0.000369787,-0.002006089,0.004902714,-0.004170233,0.011155686,0.23419,0.115809003,-0.275914673,0.280155,2.372931112,1.037849977,-2.709830092,2.58690673,0.35423933,-0.16649966,0.110876657,0.05959634,3.055496569,-1.631711251,0.609195821,0.393281673,0.024075232,0.010714771,-0.027738431,0.026463359,0.010515679,0.004424571,-0.011952505,0.011106692,0.033514931,-0.018037451,0.006696242,0.004346867,0.012839785,-0.022954726,-0.018937404,-0.00380519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987Q1,914692,893988,900475,899328,894180,2.293945291,9.590463983,48.36689575,9.469055667,,,,,20704,2.315914755,20512,2.293945291,0.022895044,0.001670751,0.022680299,10.10867955,1.09478186,2.315914754,1.08462932,2.293945282,0.022895044,0.005937634,0.022680299,1.529150141,0.039316334,0.416939775,-0.373497,-3.794716804,0.00416073,0.001854266,-0.038685911,0.420912853,,,,,,,,,,,,,,,,,-7634,-4001,5346,-13750,-0.847937242,-0.448183335,0.597861299,-1.560694146,-20039,-9865,2363,-13171,-2.274352773,-1.162392174,0.261640738,-1.589737593,-0.008504634,-0.004466136,0.005962128,-0.015489808,-0.000620301,-0.000325947,0.000435075,-0.001131565,-0.022498451,-0.011306124,0.00253375,-0.015297067,-0.008344837,0.000355098,0.005506197,-0.001324616,-0.40366908,-0.21156405,0.28268468,-0.72706967,-0.847937233,-0.448183321,0.597861278,-1.560694132,-1.05961812,-0.52163945,0.12495022,-0.69645343,-2.274352757,-1.162392187,0.261640719,-1.589737586,-0.008504634,-0.004466136,0.005962128,-0.015489808,-0.002201585,-0.001158681,0.001546137,-0.004032433,-0.02249845,-0.011306124,0.00253375,-0.015297067,-0.01119719,-0.002006089,0.004902714,-0.004170233,-0.108000334,0.23419,0.115809003,-0.275914673,-1.130164003,2.372931112,1.037849977,-2.709830092,-0.033916004,0.35423933,-0.16649966,0.110876657,-0.401702115,3.055496569,-1.631711251,0.609195821,-0.011394133,0.024075232,0.010714771,-0.027738431,-0.005047925,0.010515679,0.004424571,-0.011952505,-0.004342561,0.033514931,-0.018037451,0.006696242,-0.009769145,0.012839785,-0.022954726,-0.018937404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987Q2,926552,914692,893988,900475,899328,3.02714916,5.2881921,48.9940264,8.997972,,,,,11860,1.296611318,27224,3.02714916,0.012882773,0.000938544,0.029822352,10.12114349,0.62713065,1.296611329,1.43954509,3.027149178,0.012882773,0.003321316,0.029822352,1.540545297,-0.471083667,-4.974980437,-0.586849667,-6.122697817,-0.051029965,-0.022699868,-0.063181552,0.381554421,,,,,,,,,,,,,,,,,27191,-7634,-4001,5346,3.036312323,-0.847937242,-0.448183335,0.597861299,20902,-20039,-9865,2363,2.337551014,-2.274352773,-1.162392174,0.261640738,0.030125094,-0.008504634,-0.004466136,0.005962128,0.002198081,-0.000620301,-0.000325947,0.000435075,0.023116452,-0.022498451,-0.011306124,0.00253375,0.022911201,-0.008344837,0.000355098,0.005506197,1.43780011,-0.40366908,-0.21156405,0.28268468,3.036312314,-0.847937233,-0.448183321,0.597861278,1.10525166,-1.05961812,-0.52163945,0.12495022,2.337551006,-2.274352757,-1.162392187,0.261640719,0.030125094,-0.008504634,-0.004466136,0.005962128,0.007809176,-0.002201585,-0.001158681,0.001546137,0.023116452,-0.02249845,-0.011306124,0.00253375,0.02295246,-0.01119719,-0.002006089,0.004902714,0.170857668,-0.108000334,0.23419,0.115809003,1.792710852,-1.130164003,2.372931112,1.037849977,0.412856337,-0.033916004,0.35423933,-0.16649966,3.902485663,-0.401702115,3.055496569,-1.631711251,0.018013955,-0.011394133,0.024075232,0.010714771,0.007990198,-0.005047925,0.010515679,0.004424571,0.041409825,-0.004342561,0.033514931,-0.018037451,0.020318829,-0.009769145,0.012839785,-0.022954726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
